"","x","route","location","url","avg_stars","route_type","rating","pitches","length","area_latitude","area_longitude","desc","protection","num_votes"
"849",41488,"Idiot Parade (aka Need to Rest)","Lower Level - Right > Lower Level > The Black Corridor > 04-Second Pullout (Calico II) > Red Rock > Southern Nevada > Nevada","https://www.mountainproject.com/route/105826602/idiot-parade-aka-need-to-rest",2.9,"Sport","5.10c",1,50,36.15539,-115.4361,"This route starts out climbing a right leaning crack  (crux) and continues through some large huecos and ledges.  In the Handren guidebook~ this route is referred to as ""Need to Rest~"" but Mike's original name was Idiot Parade.","5 bolts up to new chains.",341
"850",53914,"Time Machine Yogi","Chaos Buttress > Mondo Beyondo > Ten Sleep Canyon > Wyoming","https://www.mountainproject.com/route/105846639/time-machine-yogi",3.5,"Sport","5.11c",1,90,44.13152,-107.25755,"Climb the center of the buttress through excellent pockets to a crimpy crux at the top.","8 bolts",16
"851",107278,"Plastic","Wipeyur Buttress > Devil's Head > South Platte > Colorado","https://www.mountainproject.com/route/107883013/plastic",2.1,"Sport","5.10a",1,100,39.25879,-105.10917,"This is not my route; I am just filling in the database.     This is fun. It shares the first part of Paper~ (up to the roof)~ but continues right [straight up] to separate anchors. (Paper diverges left at the roof.)","12 bolts to double anchors.",28
"852",26170,"Shock Therapy","A. The Gallery > B. West Falls > *Jackson Falls > Illinois","https://www.mountainproject.com/route/106357501/shock-therapy",1.9,"Sport","5.12a",1,55,37.50699,-88.68508,"Low crux. One move wonder. Fun first clip.","5 bolts + anchors.",22
"853",64883,"Dark Horse","Wall Street > Potash Road > Moab Area > Utah","https://www.mountainproject.com/route/105718330/dark-horse",3.2,"Sport","5.12a",1,70,38.54669,-109.59961,"Probably the best sport climb at Wall Street.  To the right of 30 Seconds~ about 50 yards.  Easily recognizable by the dark varnished high quality rock.  The start is very chalked.  The crux is basically the first few moves off the ground.  After the third bolt it gets easier~ but the bolts get a little further.","QDs",20
"854",84040,"Six Dollars","The Long Wall > Summersville Lake (main) > Summersville Area > The New River Gorge > West Virginia","https://www.mountainproject.com/route/106602644/six-dollars",3.4,"Sport","5.11d",1,60,38.24137,-80.84379,"Start on the large ledge about 10 feet to the left of the Under the Milky Way arete.  Climb up and right aiming for the first bolt.  From here either climb straight up or head out to the right a bit and traverse back left using very small but positive crimps~ aiming for a nice horizontal in the middle of the face.  Continue to climb straight up to reach the last bolt using very positive holds~ thin and technical but much easier than the previous terrain.  Approaching the last bolt starts to get harder again.  Very positive small holds~ tricky footwork.   After clipping the last bolt~ the climb is not over~ the holds are no longer positive and the shuts are very difficult to clip unless you climb all the way up to grab the ledge above them.  If you clip the shuts with draws already hung~ it is much easier and it eliminates a difficult move (possibly the crux).","6 bolts~ shuts.",30
"855",61588,"Maiming of the Shrew","1. Square Inch Wall > Echo Crag > WM: Franconia Notch > New Hampshire","https://www.mountainproject.com/route/105947931/maiming-of-the-shrew",2.4,"Trad","5.5",1,55,44.1777,-71.6891,"Climb the initial cracks that lead up to the V notch and step onto the small ledge at its base.  Continue straight up to the base of the right facing corner formed by the block.  Layback the corner~ then traverse right to the anchors.","Light rack with small gear (up to a red Alien).  2 bolt anchor.",87
"856",98587,"Bunkweed","The Steep > 7 - Upper Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona","https://www.mountainproject.com/route/105814512/bunkweed",1.8,"Sport","5.10a",1,60,32.41932,-110.75528,"The bottom is decent movement on not-so-great rock.  Upper part has a faintly alpine feel that I like.","Bolts and chains.",54
"857",45269,"Tele-vision","Angel Food Wall > 06-White Rock Spring > Red Rock > Southern Nevada > Nevada","https://www.mountainproject.com/route/108141213/tele-vision",3,"Trad","5.9+",4,400,36.16926,-115.4896,"Starts 50 feet to the right of Tunnel Vision~ around the corner.    PITCH 1 Climbs short steep face (5.9+) on red rock~ bolt protected face climbing (3 or 4 bolts) to a bolt anchor belay on large ledge.    Pitch 2 (5.3) Climb chimney above~ intersects with Tunnel Vision and crosses over to a two bolt belay just left of Tunnel Vision.   Pitch 3 (5.7) Move left~ climb wall straight up using bolts for protection~ one steep bulge. Well protected face with bolts for protection.   Pitch 4 (5.5) intersects with Tunnel Vision to top.","Well protected route~ small standard rack required. Spacing between bolts is user friendly.",28
"858",106011,"Dusty Trail","The Crag Ranch > Devil's Head > South Platte > Colorado","https://www.mountainproject.com/route/105757657/dusty-trail",1.4,"Sport","5.10c",1,100,39.25846,-105.10125,"Currently the second route from the left at The Crag Ranch~ this route starts in a short v-slot to an arete with 3 bolts~ the crux~ then easier climbing the rest of the way.  This route is a good warm up or suitable for those seeking more moderate climbing.  This route requires a 60m cord to lower off.  Good stone overall.  When someone at Tensleep Canyon asked me if I considered putting up easier routes at the climbing areas I frequent I felt guilty .......","10 Bolts",11
"859",88548,"The Rustlers","Inner Outlet > Outlets > Sylvan Lake > Custer State Park > South Dakota","https://www.mountainproject.com/route/106865694/the-rustlers",3.6,"Trad","5.10+",1,150,43.84769,-103.56814,"This route follows the water groove/black streak/crease just left of Rocking Harder. Interesting climbing over a commiting bulge at the bottom leads to more commiting moves up the water groove/crease. Follow the slightly steep obvious line of crystals.  Long and sustained - the crux is a difficult move left protected by a bolt near the 40-ft mark.  An excellent route with great exposure.","10 - 12 3/8"" bolts and a set of stoppers.",13
"860",69292,"Diamond Cutter","Jimmywood > Foster Falls > Tennessee","https://www.mountainproject.com/route/105932712/diamond-cutter",2.6,"Sport","5.10c",1,60,35.17715,-85.68247,"Strenuous and sequency~ Diamond Cutter's sharp crimpers will have your fingers begging for mercy.    Thin holds and balancy moves make the start on this route one of the cruxes; stick-clipping or having a spotter on hand is recommended.  Follow the crimpers and sidepulls (with the occasional nice deep horizontal) to the top.","4 bolts~ bolted anchors.",101
"861",34696,"Shit Creek","j. The Yellow Wall and The Seasons > The Trapps > The Gunks > New York","https://www.mountainproject.com/route/106870148/shit-creek",2.3,"Trad","5.7",3,270,41.74756,-74.17576,"The first pitch has consistently good climbing. The next two pitches are just okay.     Pitch 1 - Pass the triangular roof on right (first crux). Angle up left to an overhang about 15 feet left of the obvious pedestal above. Do a pumpy hand traverse right for 10 feet (second crux)~ then head up on jugs to a belay perch on top of the pedestal. 100 feet (5.7)    Pitch 2 - Traverse left under the overhang until you're able to pass left of it. Aim for two clean patches of white rock split by a crack~ above and slightly to the left. Belay amongst vegetation on GTL or the next ledge up~ 55 to 70 feet. (5.5)    Pitch 3 - Take it 60 feet to the trees~ up the obvious crack through clean white rock~ featuring a few 5.7 moves.     Rappel to climber's right. From the GT ledge~ a rap-station tree with slings just to climber's right of Shit Creek will get you to the bolted station above P1 of Blistered Toe in a single rope.  From the clifftop~ rap over Blistered Toe to the bolts~ then to the ground. ","Regular Gunks rack",40
"862",34539,"Ursula","i. High E > The Trapps > The Gunks > New York","https://www.mountainproject.com/route/105840288/ursula",2.8,"Trad","5.6",2,180,41.74421,-74.179,"The first pitch is a bit more devious than it looks from the ground.  The crux corner of this pitch felt thin and challenging for the grade.  The belay ledge is plush for the changeover.  5.5~ 80'.    P1. Climb the right-facing corner~ ramp and crack past a thin open book (left of the sentry box) and up to a stance.  From here~ sling everything long~ traverse right 20'~ then up an easy chimney to a belay ledge and fixed slings.    P2. Pull over a nice bulge and go straight up to the GT ledge via some fantastic face climbing.  5.5~ 100'.    Rappel the route in 2x60m (tree at top is dead as of 2015) or walk south to the High E rappel line.    Overall it's a great line; each pitch has its own distinct character.","Solid pro is available where you need it~ but can sometimes be a bit tricky to place.  Small wires helpful on the first pitch.  Otherwise a standard Gunks rack is perfect.",247
"863",6792,"Coffin Nail","West Face - Right Side > (g) West Face > Tahquitz Rock > Tahquitz & Suicide Rocks > California","https://www.mountainproject.com/route/105800099/coffin-nail",3.4,"Trad","5.8",2,200,33.75985,-116.68542,"This large~ clean~ right-facing dihedral is to the left of the start to Traitor Horn~ and just left of On the Road.  Pitch 1 starts with third class scrambling~ followed by 5.3 crack climbing.  The long second pitch has strenuous hand jamming near the start~ an easy finger crack above~ and then a crux move over an overhang.  The climb finishes on Jensens Jaunt.","extra hand size pieces",280
"864",11820,"Partners in Grime","Commonwealth > Murrin Park > Squamish > British Columbia > Canada > North America > International","https://www.mountainproject.com/route/114605445/partners-in-grime",2,"Trad","5.8",1,65,49.6446,-123.2052,"A fairly straight-forward climb with lots of small ledges and no-hands rests. An interesting mantle at before the anchors gives the route its grade.","Protects well with a single rack and some nuts. Chain anchor.",12
"865",102124,"Night Stalker","Cougar Crag East > Cougar Crag > North San Diego County > San Diego County > California","https://www.mountainproject.com/route/108296957/night-stalker",2.7,"Trad","5.11a",1,50,33.34171,-117.13773,"The route starts with thin feet~ but good pockety hand holds and goes into a tight fingers crack as the rock angle lets up. After clipping the crux bolt you pull the thin bouldery crux. The climb finishes with an exciting mantle over a sloping rail.","#6 and #10 BD nuts   2 Small BD C3 Cams   4 Bolts    Shared Bolt Anchor",11
"866",13044,"Tufa King Pumped","Iannis > Kalymnos > Greece > Europe > International","https://www.mountainproject.com/route/107335878/tufa-king-pumped",3.9,"Sport","5.12c",1,82,36.9526,26.979,"Tufa King Pumped indeed. This one packs a wallop. And then it gets hard.     Haul up fantastic~ Jersey-sized tufa blobs out of the cave until you're foaming from the pump. Roll over the lip on big holds and you're done~ right? Wrong. Crux time. Too bad all those late nights watching Seinfeld reruns; you should have been campusing on worn-down dimes and Ginsu steak knives.     You also should have been eating your Wheaties 'cause your tank at this point is dry as English humor~ and you still have to pull through power underclings with awkward positioning to a slopey ""crimp"" that's more like a jar of Vaseline than a handhold.     Good luck with that. Hope ya don't get tufa king pumped. I mean...actually I hope you DO get it~ but not really~ I mean...what I'm sayin' is...","A dozen plus draws and months of training doing fingernail pull-ups. With manatees tied to your feet.",14
"867",104891,"Salt Water Flush","Berkeley Camp Rocks > Echo Lakes > Echo Summit > Highway 50 Corridor > Lake Tahoe > California","https://www.mountainproject.com/route/108135620/salt-water-flush",2.8,"Sport","5.10c",1,70,38.83003,-120.0368,"Semi-classic thin Tahoe granite slab arete that will test your slab technique; sustained.","Bolts",17
"868",78248,"Classic Crack","(3) Red Wall > Broughton Bluff > Portland & The Gorge > Oregon","https://www.mountainproject.com/route/105789513/classic-crack",2.7,"Trad","5.9+",1,35,45.53999,-122.37622,"This short but ""classic"" crack has purportedly become harder over the years due to glossing from continuous traffic.  Nevertheless it is still a great climb with quality moves.  A nice feature of this climb is the overhanging rock above it protects the climb from rain.    The climb begins on a small platform.  Ascend a wide crack that quickly narrows to finger size.  Top out using the crack or traverse left onto face holds.     Rappel or do 5.1 walk off to the left.","Single set of cams with doubles in the finger sizes. Nice big chains at top.",146
"869",75623,"Jugular Vein","Relief Camp > Overhaul Area > Exit 38: Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington","https://www.mountainproject.com/route/107756747/jugular-vein",3.1,"Sport","5.10d",1,50,47.43266,-121.62506,"Fun jug-hauling up a steep section of Relief Camp.  Start on a ramp and traverse right to gain the route.  Pull through a series of overhanging moves on good holds~ clipping an extended bolt with a chain on it~ before reaching the anchor.","6 bolts",18
"870",113045,"The Beaver","Upper East Face > Long's Peak > RMNP - Rock > Alpine Rock > Colorado","https://www.mountainproject.com/route/106487344/the-beaver",3.2,"Trad, Alpine","5.5",1,3000,40.25444,-105.61193,"This route climbs Long's via its obvious~ left skyline. Starting at the Loft~ it strives to stay right on the crest of the southeast ridge.    Much of this is simply 3rd class with HUGE exposure to your right~ looking down the east face~ and across the Diamond's profile.   Soak it in~ and stay as close to edge as you dare~ peering down at the vertigous East Face!    The crux comes when you reach the Notch. The Notch is very intimidating to look into~ it's a ways down! Some rappel 100' from slings on the right~ into the Notch from here~ or for a rope-free affair~ try Gorrell's Traverse. To reach it~ turn left (south) and scramble down to the 2nd of two Chimneys that drop west into the Notch.    Downclimb this (5.5 Chimney) to reach The Notch. Much care must be taken to find the easiest line~ as the chimney keeps trying to cliff you out...VERY EXCITING onsight with no rope! Basically head down the first stretch of chimney until it looks unlikely to go straight down. Look right (climber's left) for a devious traverse that will deposit you onto the floor of The Notch.    From here~ climb up to the crest of The Notch~ and angle around to the north side.    Look for a passage leading up towards Long's summit. This is the Stepladder. Ascend this Chimney/ramp (5.5)system until the angle eases and you can easily scramble to the summit!    One could access just this pitch if desired~ by heading up to the notch from Clark's Arrow....","A light alpine rack and one rope will suffice~ or just a sturdy pair of shoes~ and your best routefinding skills....",19
"871",21447,"Litheon Flux","Main Wall > La Milagrosa Canyon > Southern Arizona > Arizona","https://www.mountainproject.com/route/105898884/litheon-flux",2,"Sport","5.11b",1,50,32.29825,-110.71317,"Fun climbing on good edges. Rest on the ledge if you're pumped~ 'cause the crux is at the top.","Bolts~ chains",33
"872",97720,"Pink","Redbud Canyon > Lime Kiln Canyon > The Arizona Strip > Northern Arizona > Arizona","https://www.mountainproject.com/route/114220310/pink",2.5,"Sport","5.7",1,60,36.6573,-114.00503,"Cruiser climbing on mostly huge holds.  Good route and good intro to the grade.","8 bolts~ anchors.",11
"873",103163,"Geirful Warrior","Upper Wall > Raycreation Area > 7 - Upper Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona","https://www.mountainproject.com/route/106837753/geirful-warrior",2.3,"Sport","5.10d",1,55,32.42467,-110.74639,"The 11- start to Stingray branches right to a right angling crack then up a cool face. Originally I set this up as a climb that took two or three pieces of gear to protect it. Today 8/19/2018 I added two bolts where the gear could be placed. Seemed silly in hindsight not to have bolted it. As you can see from the comments it can be lead on gear or bolts. With the direct start you no longer need to do the original start. Not sure why we didn't set it up this way to begin with.","Bolts",35
"874",84852,"1/2 Route","Namaste Wall > South Fork of Taylor > Kolob Canyon > Zion National Park > Utah","https://www.mountainproject.com/route/105717895/12-route",3.7,"Sport","5.10+",1,80,37.45133,-113.16338,"This is the first bolted route from the left. It starts on a series of ladder rung-like horizontal features. This is the wide swath of huecos between two twin black streaks - has an intermediate 3 bolt anchor. It is the ""warm-up"" route left of Huecos Rancheros and Namaste.  10+ with 3 bolt 11+ extension.  Crank up overhanging huecos to the anchor.  All routes on this wall were established ground up placing bolts hanging off hooks!","7 bolts~ 3 bolt anchor with carabiners.",373
"875",112227,"Slice and Dice","The Front Porch > The Narrows > Carbondale Area > Colorado","https://www.mountainproject.com/route/106058340/slice-and-dice",2.7,"Sport","5.10d",1,50,39.23226,-107.22854,"Easy climbing on big holds leads to the short~ but quality headwall with a good~ sustained crux of technical climbing and powerful moves. This route probably deserves 2-1/2 stars~ but not 3 as it's not quite as classic as the other routes on The Front Porch. Don't be alarmed by the name as the route is clean and enjoyable. The name comes from a rather memorable bout with loose rock at the top of the cliff while establishing this climb and Choss Warfare.","5 bolts and two-bolt chain anchor.",18
"876",612,"Southeast Face","Lotus Flower Tower > The Cirque of the Unclimbables > Northwest Territories > Canada > North America > International","https://www.mountainproject.com/route/105905655/southeast-face",4,"Trad, Alpine","5.10c",18,2000,62.11323,-127.69585,"The best rock climb in the world? Most routes to which this moniker is added may seem insignificant compared to the SE Face of Lotus Flower Tower. The route climbs perfect alpine granite for 18 pitches to an amazing summit.    The climb is all about uniformity. The first three pitches climb a well-defined left facing corner. The next five or six pitches climb a long chimney. Then~ the fun starts. After a short left facing corner~ the last ten pitches or so climb cracks and knobs on the exposed and narrowing face.      Pitch 1: Climb a left-facing corner to a fixed belay. 5.8    Pitch 2: Continue up this corner to a fixed belay 5.9    Pitch 3: Follow the corner until it's end and exit right~ skirting below a large roof. This pitch is often wet~ but when dry~ the exit moves feel about 5.10a.    Pitch 4: Since you are on the face now~ wander up the face to the base of a long chimney. 5.7    Pitches 5-9: Climb up the 5.7 chimney. The chimney is long but secure. It's possible and advisable to simul-climb this section~ especially if you're doing the route in a day.     Pitch 10: Wander up and right to a large ledge. This ledge is big enough to park a school bus on~ well~ probably a short bus. 5.8 This ledge is an excellent bivy~ as it's totally flat.     Pitch 11: Climb a big left facing corner~ 5.9+~ to an amazing small ledge at the very edge of the face.     Pitches 12-15: Follow parallel cracks up the face of the tower. Though you protect in the cracks~ the preponderance of strange diorite knobs encourages face climbing. There are many ways to ascend this section. Just follow knobs to the base of an unmistakable roof. 5.9    Pitch 16: Climb past the obvious three-foot roof. This move is easily aided~ making the route 5.10 C1. Otherwise~ expect a 5.11- pull past the route. This move is much more difficult than any other move on the route. It is possible to traverse right and climb a splitter hand crack through the roof~ but this may present its own set of problems. Sustained 5.9 cracks lead up to the belay.    Pitches 17 and 18: Gradually widening cracks lead to the summit. The last pitch contains some 5.8 offwidth climbing~ but it's really not too bad.    Descent: Rap the route. The upper part of the route has fixed belay stations~ so rapping is straightforward (just be careful about snagging your rope on the knobs). Once you reach the ledge~ the rap route diverges from the climbing route and heads down the face. There is a serious epic potential here as the stations are tough to find on the big face.  Stay out of the chimney at all costs. I know. If you end up rapping back into the chimney~ you're in for a long and slow descent as your rope gets hung up on every possible feature.    George Bell's website has a great topo and tips for climbing this route in a day: gibell.net/cirque/","Standard rack~ heavy on the stoppers for the upper pitches. Two 60 meter ropes.",23
"877",10816,"The Flaming Bearded Lady","Mota Wall > El Potrero Chico > Nuevo Leon > Northern Mexico > Mexico > North America > International","https://www.mountainproject.com/route/109864691/the-flaming-bearded-lady",3.6,"Sport","5.11b",1,100,25.94747,-100.4761,"Start in an obvious seam up to a ""Crap shoot flake"" and then cruise up on technical slab and small and interesting features.","10 Bolts",26
"878",73349,"2","Hobbit Caves > Logan > Wasatch Range > Utah","https://www.mountainproject.com/route/107174300/2",2.2,"Sport","5.11b",1,50,41.7804,-111.635,"Shares the first 3 bolts with #1 then veers off to the left. Small holds with some balance moves make up the top few bolts.","6 Bolts Biner and Hanger on top",16
"879",70672,"birds eye (aka- FB)","05. Lost Valley aka Out Back > -Camden Hills > Maine","https://www.mountainproject.com/route/106401791/birds-eye-aka-fb",2.9,"Sport","5.10b",1,70,44.24959,-69.08219,"fun climbing up to a crux at 2/3 height. can seem a little harder the first time u try it!","7bolts& a pin + a cam in the 3/8"" range for top to LO(lower off's)",13
"880",85073,"Petrified Hornet","Petrified Hornet Wall > Indian Creek > Moab Area > Utah","https://www.mountainproject.com/route/106420639/petrified-hornet",3.3,"Trad","5.10+",1,80,38.07259,-109.59057,"Petrified Hornet is a good right facing corner up steep rock to an interesting top out.","0.75 to #3 Camalots.",48
"881",89284,"Gabba the Nut","Dark Side Wall > The Dark Side > Spearfish Canyon > South Dakota","https://www.mountainproject.com/route/107716938/gabba-the-nut",4,"Sport","5.12c",1,60,44.29254,-103.88384,"A spectacular crux sequence should draw anybody breaking into the grade to this climb.  Climb through the crux of Passover then split right at the undercling/block.  Grab a quick shake here then head straight up to the bulge on small crimps.  Clip then grab a small left sidepull to initiate the right traverse.  The feet are terrible but the undercling cross to the pocket should make you remember why you love climbing.  Pull over the bulge and find the 'thank god' clip hold or take the whip.  Easier moves gain the anchors.    [Edit:  Grade changed to reflect the comments below regarding the moved bolt.  13a posted to 12d]","9 bolts",13
"882",90678,"Body Count","5.10 Slab > The Schoolroom > Ogden > Wasatch Range > Utah","https://www.mountainproject.com/route/105805168/body-count",1.9,"Sport","5.10a",1,60,41.2217,-111.9236,"This is the next route left of Attack on America. A great route with a few puzzling moves. I remember doing some slippery mantling on this one. Consistent climbing the whole way.","Six bolts to a shared anchor.",12
"883",41987,"Paralyzed","Alternative Crag > 01-Calico Basin > Red Rock > Southern Nevada > Nevada","https://www.mountainproject.com/route/106421508/paralyzed",3.3,"Sport","5.11b",1,50,36.15809,-115.43269,"Climb the arete for two bolts (bolts on west face~ not north) and pull onto the west face~ following a rightward trending line to an anchor in the middle of the face at the top.","5 bolts",68
"884",12228,"Angel Dust","Secteur Demi Lune > Ceuse > Southern Alps > France > Europe > International","https://www.mountainproject.com/route/107479190/angel-dust",3.9,"Sport","5.12a",1,80,44.4991,5.9366,"Another Céüse ultra classic with technical face climbing up beautiful pocketed limestone the whole way.  Good footwork is the name of the game here. Small pockets lead up a vertical face.  Demanding and thin climbing. There are thin movements above the bolts so exciting (but relativly safe) falls are possible.  Don't let your gaurd down until the anchor.","about a dozen bolts lead to a fixed anchor. Lower off.",16
"885",57705,"Ethics Police","Solar Collector/Gold Coast > Pendergrass-Murray Recreational Preserve (PMRP) > Red River Gorge > Kentucky","https://www.mountainproject.com/route/106920320/ethics-police",3.3,"Sport","5.11d",1,75,37.6775,-83.73409,"This line features one of the enormous body-swallowing huecos that this cliff is famous for.  The crux comes with balancy moves exiting this hueco~ and apparently a key crimp broke several years ago making this crux a bit more difficult than it used to be~ and causing some to suggest that the route is now 12a.  Despite local opinion~ the un-sustained nature of the difficulties may make this line seem easier than Buddha Hole if you aren't used to endless jug-hauling.    Begin right of a generally chalk-less gray streak (with the rarely-climbed 12c ""Psycopathy"").  Small but positive pockets lead up to the big purple sloper rail.  Easy liebacks lead up into the hueco.  Exit the right side of the hueco with difficulty~ then make pumpy reaches between slopey holes.  Eventually the wall becomes more featured as you race the pump to the anchor.","~7 bolts~ 2BA. Stick clip recommended.",37
"886",19923,"Granite of the Apes","Orifice Wall > The Fortress > 8 - Summit Crags > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona","https://www.mountainproject.com/route/106883844/granite-of-the-apes",3.8,"Sport","5.13b",1,90,32.43251,-110.79804,"Yet another pearl of the Orifice Wall~ crazy  steep~ beta intensive and ridiculously fun.   Three distinct hard sections lead to the anchors. The climbing is sustained~ so it is key to learn how to use and milk the few rests. The ride is not over until is over.    During rainy season~ water seeping from the chimney at the top of A Hard Day in the Orifice wets some key holds in the middle section~ making the red point quite elusive.","12 bolts and anchors with chain draws",22
"887",8901,"Fox Trot","Olympic Wall > Outrageous Overhangs Area > Independence Pass > Colorado","https://www.mountainproject.com/route/106005674/fox-trot",3.1,"Sport","5.8",1,80,39.12035,-106.69819,"As far as 5.8 sport routes go~ this one is close to as good as it gets.  This route is located on the first section of the Olympic Wall and just to the left of 50 Yard Dash.  It is also the 2nd route to the right on the Olympic Wall.  Sweet climbing past 8 bolts~ I think the crux came surmounting the bulge halfway up.","8 bolts to a 2 bolt anchor with chains.",62
"888",79659,"On the Prowl","Solar Collector/Gold Coast > Pendergrass-Murray Recreational Preserve (PMRP) > Red River Gorge > Kentucky","https://www.mountainproject.com/route/107133269/on-the-prowl",2.6,"Sport","5.9+",1,50,37.6775,-83.73409,"Nice slab climb just to the left of an obvious arete. Begin from a small ledge 10 feet above the trail. Use the arete where possible.","5 bolts to a bolted anchor.",40
"889",27411,"Start New","Relationship Wall > Robinson Park > Sandstone > Minnesota","https://www.mountainproject.com/route/108414183/start-new",3.2,"Sport","5.10c PG13",1,55,46.13405,-92.85854,"Gain a vegetated ledge 2/3rds the way up~ then fire off into some sweet face and arete moves. Super fun movement.     The crux is high on the arete. The line takes you on an adventure!    The lower part requires a bit of balance.    Equipped by Jeff Engel.","GI bolts - very well protected~ just don't blow it while wandering up the ledge to the top part of the climb",11
"890",13460,"Del Diedro","Aguja M2 > Frey > San Carlos de Bariloche > Rio Negro > Argentina > South America > International","https://www.mountainproject.com/route/106431942/del-diedro",3.7,"Trad","5.9",1,90,-41.206,-71.4915,"This is one of the more popular climbs at Frey due to its proximity to the refugio~ the difficulty~ amazing summit~ and quality climbing.    Face climb up and slightly to the left to a short crack that leads into the left facing dihedral that can barely be seen from the start of the climb.  Follow this to the top.  There is a bolted anchor about 5m below the needled summit and its about a 25m rap back to the ground.","Single set of cams plus a set of nuts should do the trick.",37
"891",57085,"Old English","Chica Bonita Wall > Pendergrass-Murray Recreational Preserve (PMRP) > Red River Gorge > Kentucky","https://www.mountainproject.com/route/108121461/old-english",3.1,"Sport","5.10c",1,75,37.65078,-83.72161,"Move up ledgy rock for the first few bolts to reach the huge flake feature. Lay-back the very overhung flake feature on huge jugs to the chains.","8 Bolts",49
"892",86531,"Plea Bargain","Skeletal Remains > Spearfish Canyon > South Dakota","https://www.mountainproject.com/route/106475798/plea-bargain",2.6,"Sport","5.9+",1,65,44.45089,-103.86366,"none listed","none listed",24
"893",21455,"Mona Lisa","The Pond > Queen Creek Canyon > Central Arizona > Arizona","https://www.mountainproject.com/route/106647157/mona-lisa",2.7,"Sport","5.11b",1,80,33.3104,-111.06756,"Stemming a dihedral eventually leads you up to the overhanging crack that constitutes the crux section on this work of art [okay~ a little hyperbolic]. From here~ you will utilize lie backs~ finger locks~ and even a hand jam to surmount the bulge. This is an engaging route with a great overhanging finish and is at least as fun as the over hyped edging of The Soft Parade.","11 draws~ including anchors",45
"894",85655,"Hot Tamale","Wild Iowa Wall > Pictured Rocks > Iowa","https://www.mountainproject.com/route/106087173/hot-tamale",2.5,"Sport","5.10c",1,30,42.20952,-91.10185,"Bouldery start on polished holds~ pull a bulge and jugs to the top~ pumpy.","4 bolts(3 of which are spinners)~ rap hangers",20
"895",1514,"Duet","Chimney Spire > Chimney Rocks > Sequoia & Kings Canyon NP > California","https://www.mountainproject.com/route/107880599/duet",3.1,"Trad","5.9",3,200,36.65368,-118.86742,"Start from the large dihedral on the SW face.  First pitch climbs a crack into the dihedral~ up the corner and onto a ledge with slung blocks (5.8++).  Tunnel behind the big pillar (move the belay) and pitch two ascends a chimney onto a knobby face to a bolted anchor (5.6).  The last pitch is only a few feet to reach the summit.    Descend by rapping from the top of the second pitch directly to the ledge at the top of the first pitch.  Another rap off of the big mess of slings will reach the ground.  60m rope works.","I felt fine with singles up to 4"" and a set of nuts.",14
"896",68250,"Scream like a Boy","Flakeview Area > Rumbling Bald > 1. Southern Mountains Region > North Carolina","https://www.mountainproject.com/route/107057031/scream-like-a-boy",2.1,"Trad, Sport","5.10-",2,200,35.45161,-82.2183,"Climb up to the first bolt and then head left to the second bolt~ crux. Climb straight up to the third bolt and then trad to a rap anchor~ 30 meters. You can see the three bolts from the ground.  [First two bolts are from a line that continues left to a cam flake then up to a one bolt anchor.] Thin face climbing~ lots of small gear. Second pitch is about 5.6 to the tree ledge and a two bolt rap anchor~ new 2019. The third pitch~ ""Silent Scream""~ goes up and slightly right to a single bolt~ then up to a two bolt rap anchor~ 31 meters~ 5.8?  [This anchor is the start of an always wet crack that goes up and right to...]  To descend rap 31 meters back to the tree ledge~ then 28 meters to the top of the first pitch of Scream and then 31 meters to the ground.  ","P1~ 3 bolts and lots of small cams. Bolted anchor at 30 meters. P2 trad to rap anchor~ 28 meters. P3~ trad and one bolt to a rap anchor~ 31 meters. ",17
"897",57260,"Ben","(2) Warm-Up Wall > The Motherlode > Bald Rock Fork Recreational Preserve (BRRP) > Red River Gorge > Kentucky","https://www.mountainproject.com/route/107934642/ben",2.3,"Sport","5.11a",1,60,37.64653,-83.71046,"Starts with easy movement that gets more difficult as the climb progresses - another good warmup for the rest of the lode.","6 bolts to anchors",32
"898",99869,"1096","Eastern Royal Arches > Royal Arches > Royal Arches Area > Valley North Side > Yosemite Valley > Yosemite National Park > California","https://www.mountainproject.com/route/105993699/1096",3.4,"Trad","5.10d",1,60,37.74702,-119.56893,"Industry standard for 5.10+ wiggling.  It's a chimney~ it's a flare~ it's a fist crack~ it's a lieback..... it's a classic!  Perfect rock and good pro in the back of the crack.  Shady in the afternoons.    The FA team were masters at their craft~ so if you are just breaking into the wide and horrible world of 5.10 OW~ do a RedBull or something before heading up this one.    click here for a short video clip of the YSL on 1096:   fishproducts.com/movies/109…","Bring a few small cams for the start~ then the business section takes cams around 4"".  You might need 3 or 4 of these.  There might be a fixed pin and fixed #10 hex in the thing.... or there was on 7/07.",16
